0120|04122023|I|875295,05|0,00|BRZ|875295,0500000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|04122023|I|102266,95|0,00|BRZ|102266,9500000000|2|BR|41109805000155||INSWITCH TECNOLOGIAS FINANCEIRAS LTDA
0120|04122023|I|989497,96|0,00|BRZ|989497,9600000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|05122023|I|195365,08|0,00|BRZ|195365,0800000000|2|BR|41109805000155||INSWITCH TECNOLOGIAS FINANCEIRAS LTDA
0120|05122023|I|1520700,7|0,00|BRZ|1520700,7000000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|06122023|I|852738,35|0,00|BRZ|852738,3500000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|06122023|I|1002094,7|0,00|BRZ|1002094,7000000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|07122023|I|495666,00|0,00|BRZ|495666,0000000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|07122023|I|1270382,02|0,00|BRZ|1270382,0200000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|08122023|I|598640,00|0,00|BRZ|598640,0000000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|11122023|I|470940,75|0,00|BRZ|470940,7500000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|11122023|I|810778,14|0,00|BRZ|810778,1400000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|12122023|I|458638,7|0,00|BRZ|458638,7000000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|12122023|I|1833682,45|0,00|BRZ|1833682,4500000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|13122023|I|681060,8|0,00|BRZ|681060,8000000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|13122023|I|167509,21|0,00|BRZ|167509,2100000000|2|BR|41109805000155||INSWITCH TECNOLOGIAS FINANCEIRAS LTDA
0120|13122023|I|1118296,33|0,00|BRZ|1118296,3300000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|14122023|I|866974,65|0,00|BRZ|866974,6500000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|14122023|I|1784471,2|0,00|BRZ|1784471,2000000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|15122023|I|775242,00|0,00|BRZ|775242,0000000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|15122023|I|1313708,43|0,00|BRZ|1313708,4300000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|18122023|I|1273939,05|0,00|BRZ|1273939,0500000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|18122023|I|1360959,94|0,00|BRZ|1360959,9400000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|19122023|I|742134,8|0,00|BRZ|742134,8000000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|19122023|I|1664241,11|0,00|BRZ|1664241,1100000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|20122023|I|1352108,17|0,00|BRZ|1352108,1700000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|20122023|I|1157235,83|0,00|BRZ|1157235,8300000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|21122023|I|1195314,54|0,00|BRZ|1195314,5400000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|22122023|I|707118,83|0,00|BRZ|707118,8300000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|22122023|I|917631,00|0,00|BRZ|917631,0000000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|26122023|I|1457538,11|0,00|BRZ|1457538,1100000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|27122023|I|826428,23|0,00|BRZ|826428,2300000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|27122023|I|243961,95|0,00|BRZ|243961,9500000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|28122023|I|580465,98|0,00|BRZ|580465,9800000000|2|BR|36009300000189||MyToken Digital Assets LTDA
0120|28122023|I|837143,49|0,00|BRZ|837143,4900000000|2|BR|32169201000103||Pro 100 Business Ltda
0120|20122023|I|1089000,00|0,00|USDT|220000,0000000000|2|BR|30259965000164||Nox Trading Ltda

